File '/libfido2/src/aes256.c':
Name                         Regions    Miss   Cover     Lines    Miss   Cover
fido_dev_info_product                         1       0 100.00%         3       0 100.00%
fido_dev_info_manufacturer_string             1       0 100.00%         3       0 100.00%
fido_dev_info_product_string                  1       0 100.00%         3       0 100.00%
hid.c:get_key_len                             6       0 100.00%        14       0 100.00%
hid.c:get_key_val                             6       0 100.00%        20       0 100.00%
-----------------------------------------------------------------------------------------
TOTAL                                        60       0 100.00%       134       0 100.00%

File '/libfido2/src/hid_linux.c':
Name                                    Regions    Miss   Cover     Lines    Miss   Cover
-----------------------------------------------------------------------------------------
fido_hid_manifest                            35       4  88.57%        50       1  98.00%
fido_hid_open                                27      27   0.00%        44      44   0.00%
fido_hid_close                                3       3   0.00%         8       8   0.00%
fido_hid_set_sigmask                          2       2   0.00%         8       8   0.00%
fido_hid_read                                15      15   0.00%        26      26   0.00%
fido_hid_write                               12      12   0.00%        21      21   0.00%
fido_hid_report_in_len                        1       1   0.00%         5       5   0.00%
fido_hid_report_out_len                       1       1   0.00%         5       5   0.00%
hid_linux.c:copy_info                        34       0 100.00%        53       0 100.00%
hid_linux.c:is_fido                          10       2  80.00%        19       2  89.47%
hid_linux.c:get_parent_attr                   6       0 100.00%        11       0 100.00%
hid_linux.c:parse_uevent                     12       0 100.00%        28       0 100.00%
hid_linux.c:get_usb_attr                      1       0 100.00%         3       0 100.00%
hid_linux.c:get_report_descriptor            14       1  92.86%        22       3  86.36%
-----------------------------------------------------------------------------------------
TOTAL                                       173      68  60.69%       303     123  59.41%

File '/libfido2/src/hid_unix.c':
Name                                    Regions    Miss   Cover     Lines    Miss   Cover
-----------------------------------------------------------------------------------------
fido_hid_unix_open                           18      11  38.89%        26      14  46.15%
fido_hid_unix_wait                           12       9  25.00%        26      14  46.15%
-----------------------------------------------------------------------------------------
TOTAL                                        30      20  33.33%        52      28  46.15%

File '/libfido2/src/info.c':
Name                                    Regions    Miss   Cover     Lines    Miss   Cover
-----------------------------------------------------------------------------------------
fido_dev_get_cbor_info_wait                  10       0 100.00%         9       0 100.00%
fido_dev_get_cbor_info                        1       0 100.00%         3       0 100.00%
fido_cbor_info_new                            1       0 100.00%         3       0 100.00%
fido_cbor_info_reset                          1       0 100.00%         8       0 100.00%
fido_cbor_info_free                           6       0 100.00%         9       0 100.00%
fido_cbor_info_versions_ptr                   1       0 100.00%         3       0 100.00%
fido_cbor_info_versions_len                   1       0 100.00%         3       0 100.00%
fido_cbor_info_extensions_ptr                 1       0 100.00%         3       0 100.00%
fido_cbor_info_extensions_len                 1       0 100.00%         3       0 100.00%
fido_cbor_info_transports_ptr                 1       0 100.00%         3       0 100.00%
fido_cbor_info_transports_len                 1       0 100.00%         3       0 100.00%
fido_cbor_info_aaguid_ptr                     1       0 100.00%         3       0 100.00%
fido_cbor_info_aaguid_len                     1       0 100.00%         3       0 100.00%
fido_cbor_info_options_name_ptr               1       0 100.00%         3       0 100.00%
fido_cbor_info_options_value_ptr              1       0 100.00%         3       0 100.00%
fido_cbor_info_options_len                    1       0 100.00%         3       0 100.00%
fido_cbor_info_maxcredbloblen                 1       0 100.00%         3       0 100.00%
fido_cbor_info_maxmsgsiz                      1       0 100.00%         3       0 100.00%
fido_cbor_info_maxcredcntlst                  1       0 100.00%         3       0 100.00%
fido_cbor_info_maxcredidlen                   1       0 100.00%         3       0 100.00%
fido_cbor_info_fwversion                      1       0 100.00%         3       0 100.00%
fido_cbor_info_protocols_ptr                  1       0 100.00%         3       0 100.00%
fido_cbor_info_protocols_len                  1       0 100.00%         3       0 100.00%
fido_cbor_info_algorithm_count                1       0 100.00%         3       0 100.00%
fido_cbor_info_algorithm_type                 4       0 100.00%         6       0 100.00%
fido_cbor_info_algorithm_cose                 4       0 100.00%         6       0 100.00%
info.c:fido_dev_get_cbor_info_tx              8       0 100.00%        12       0 100.00%
info.c:fido_dev_get_cbor_info_rx              6       0 100.00%        18       0 100.00%
info.c:parse_reply_element                   19       0 100.00%        39       0 100.00%
info.c:decode_string_array                   12       0 100.00%        21       0 100.00%
info.c:decode_string                          4       0 100.00%        14       0 100.00%
info.c:decode_aaguid                          8       0 100.00%        12       0 100.00%
info.c:decode_options                        11       0 100.00%        18       0 100.00%
info.c:decode_option                         11       0 100.00%        22       0 100.00%
info.c:decode_protocols                      12       0 100.00%        21       0 100.00%
info.c:decode_protocol                        6       0 100.00%        16       0 100.00%
info.c:decode_algorithms                     12       0 100.00%        21       0 100.00%
info.c:decode_algorithm                       9       0 100.00%        23       0 100.00%
info.c:decode_algorithm_entry                20       0 100.00%        31       0 100.00%
info.c:free_algo                              1       0 100.00%         5       0 100.00%
info.c:free_str_array                         4       0 100.00%         8       0 100.00%
info.c:free_opt_array                         4       0 100.00%         9       0 100.00%
info.c:free_byte_array                        1       0 100.00%         6       0 100.00%
info.c:free_algo_array                        4       0 100.00%         8       0 100.00%
-----------------------------------------------------------------------------------------
TOTAL                                       198       0 100.00%       405       0 100.00%

File '/libfido2/src/io.c':
Name                                    Regions    Miss   Cover     Lines    Miss   Cover
-----------------------------------------------------------------------------------------
fido_tx                                      13       0 100.00%        13       0 100.00%
fido_rx                                      13       1  92.31%        17       3  82.35%
fido_rx_cbor_status                           8       0 100.00%        12       0 100.00%
io.c:tx_empty                                 9       0 100.00%        17       0 100.00%
io.c:tx                                      13       0 100.00%        21       0 100.00%
io.c:tx_preamble                             16       1  93.75%        24       1  95.83%
io.c:tx_frame                                15       1  93.33%        22       1  95.45%
io.c:rx                                      40       2  95.00%        65       1  98.46%
io.c:rx_preamble                             23       2  91.30%        26       5  80.77%
io.c:rx_frame                                 8       0 100.00%        11       0 100.00%
-----------------------------------------------------------------------------------------
TOTAL                                       158       7  95.57%       228      11  95.18%

File '/libfido2/src/iso7816.c':
Name                                    Regions    Miss   Cover     Lines    Miss   Cover
-----------------------------------------------------------------------------------------
iso7816_new                                   4       0 100.00%        18       0 100.00%
iso7816_free                                  6       0 100.00%         8       0 100.00%
iso7816_add                                   6       1  83.33%         9       0 100.00%
iso7816_ptr                                   1       0 100.00%         3       0 100.00%
iso7816_len                                   1       0 100.00%         4       0 100.00%
-----------------------------------------------------------------------------------------
TOTAL                                        18       1  94.44%        42       0 100.00%

File '/libfido2/src/largeblob.c':
Name                                    Regions    Miss   Cover     Lines    Miss   Cover
-----------------------------------------------------------------------------------------
fido_dev_largeblob_get                       26       2  92.31%        41       4  90.24%
fido_dev_largeblob_set                       27       0 100.00%        39       0 100.00%
fido_dev_largeblob_remove                    12       0 100.00%        21       0 100.00%
fido_dev_largeblob_get_array                 15       2  86.67%        30       4  86.67%
fido_dev_largeblob_set_array                 14       0 100.00%        21       0 100.00%
largeblob.c:largeblob_get_array              32       0 100.00%        39       0 100.00%
largeblob.c:get_chunklen                      9       1  88.89%        11       0 100.00%
largeblob.c:largeblob_get_tx                 19       0 100.00%        28       0 100.00%
largeblob.c:largeblob_get_rx                 15       0 100.00%        23       0 100.00%
largeblob.c:parse_largeblob_reply             8       0 100.00%        10       0 100.00%
largeblob.c:largeblob_array_check             7       0 100.00%        18       0 100.00%
largeblob.c:largeblob_array_digest           10       0 100.00%        11       0 100.00%
largeblob.c:largeblob_array_load             14       2  85.71%        21       7  66.67%
largeblob.c:largeblob_array_lookup           25       0 100.00%        36       0 100.00%
largeblob.c:largeblob_decode                 16       2  87.50%        17       6  64.71%
largeblob.c:largeblob_do_decode              27       3  88.89%        32       5  84.38%
largeblob.c:largeblob_decrypt                15       0 100.00%        28       0 100.00%
largeblob.c:largeblob_aad                     1       0 100.00%        12       0 100.00%
largeblob.c:largeblob_reset                   1       0 100.00%         5       0 100.00%
largeblob.c:largeblob_encode                 16       0 100.00%        23       0 100.00%
largeblob.c:largeblob_new                     1       0 100.00%         3       0 100.00%
largeblob.c:largeblob_seal                   20       0 100.00%        35       0 100.00%
largeblob.c:largeblob_get_nonce               8       1  87.50%        19       3  84.21%
largeblob.c:largeblob_free                    6       0 100.00%         9       0 100.00%
largeblob.c:largeblob_add                    27       2  92.59%        40       3  92.50%
largeblob.c:largeblob_drop                   21       0 100.00%        30       0 100.00%
largeblob.c:largeblob_set_array              54       2  96.30%        64       4  93.75%
largeblob.c:largeblob_get_uv_token           19       0 100.00%        27       0 100.00%
largeblob.c:largeblob_set_tx                 35       0 100.00%        40       0 100.00%
largeblob.c:prepare_hmac                     13       2  84.62%        26       7  73.08%
-----------------------------------------------------------------------------------------
TOTAL                                       513      19  96.30%       759      43  94.33%

File '/libfido2/src/log.c':
Name                                    Regions    Miss   Cover     Lines    Miss   Cover
-----------------------------------------------------------------------------------------
fido_log_init                                 1       0 100.00%         4       0 100.00%
fido_log_debug                                6       1  83.33%        10       0 100.00%
fido_log_xxd                                 16       1  93.75%        27       0 100.00%
fido_log_error                                8       2  75.00%        13       1  92.31%
fido_set_log_handler                          3       0 100.00%         4       0 100.00%
log.c:log_on_stderr                           1       1   0.00%         3       3   0.00%
log.c:do_log                                  4       0 100.00%        12       0 100.00%
-----------------------------------------------------------------------------------------
TOTAL                                        39       5  87.18%        73       4  94.52%

File '/libfido2/src/netlink.c':
Name                                    Regions    Miss   Cover     Lines    Miss   Cover
-----------------------------------------------------------------------------------------
fido_nl_power_nfc                            18       1  94.44%        26       3  88.46%
fido_nl_get_nfc_target                       16       1  93.75%        33       3  90.91%
fido_nl_free                                 10       2  80.00%        11       1  90.91%
fido_nl_new                                  16       2  87.50%        29       6  79.31%
set_netlink_io_functions                      1       0 100.00%         4       0 100.00%
netlink.c:nlmsg_new                           8       0 100.00%        18       0 100.00%
netlink.c:nlmsg_set_genl                      1       0 100.00%         9       0 100.00%
netlink.c:nlmsg_write                         6       1  83.33%         9       1  88.89%
netlink.c:nlmsg_set_u32                       1       0 100.00%         3       0 100.00%
netlink.c:nlmsg_setattr                      14       1  92.86%        21       0 100.00%
netlink.c:nlmsg_tx                           10       1  90.00%        15       3  80.00%
netlink.c:nlmsg_ptr                           1       0 100.00%         3       0 100.00%
netlink.c:nlmsg_len                           1       0 100.00%         3       0 100.00%
netlink.c:nlmsg_rx                           11       3  72.73%        19       9  52.63%
netlink.c:nl_parse_reply                     20       0 100.00%        30       0 100.00%
netlink.c:nlmsg_from_buf                     15       0 100.00%        22       0 100.00%
netlink.c:nlmsg_type                          1       0 100.00%         3       0 100.00%
netlink.c:nlmsg_get_status                    8       0 100.00%        10       0 100.00%
netlink.c:nlmsg_read                          6       0 100.00%         9       0 100.00%
netlink.c:nlmsg_get_genl                      6       0 100.00%        10       0 100.00%
netlink.c:nlmsg_iter                          6       0 100.00%        15       0 100.00%
netlink.c:nlmsg_getattr                       1       0 100.00%         3       0 100.00%
netlink.c:nla_from_buf                       17       0 100.00%        26       0 100.00%
netlink.c:nl_nfc_poll                        18       1  94.44%        27       3  88.89%
netlink.c:parse_nfc_event                    10       0 100.00%        19       0 100.00%
netlink.c:nla_type                            1       0 100.00%         3       0 100.00%
netlink.c:nla_get_u32                         1       0 100.00%         3       0 100.00%
netlink.c:nla_read                            6       0 100.00%         9       0 100.00%
netlink.c:nl_dump_nfc_target                 19       1  94.74%        33       3  90.91%
netlink.c:parse_target                        9       0 100.00%        15       0 100.00%
netlink.c:nl_get_nfc_family                  23       1  95.65%        35       3  91.43%
netlink.c:nlmsg_set_u16                       1       0 100.00%         3       0 100.00%
netlink.c:nlmsg_set_str                       1       0 100.00%         3       0 100.00%
netlink.c:parse_family                       10       0 100.00%        20       0 100.00%
netlink.c:nla_get_u16                         1       0 100.00%         3       0 100.00%
netlink.c:nla_iter                            6       0 100.00%        15       0 100.00%
netlink.c:nla_getattr                         1       0 100.00%         3       0 100.00%
netlink.c:parse_mcastgrps                     1       0 100.00%         3       0 100.00%
netlink.c:parse_mcastgrp                     15       0 100.00%        27       0 100.00%
netlink.c:nla_get_str                        10       0 100.00%        13       0 100.00%
-----------------------------------------------------------------------------------------
TOTAL                                       327      15  95.41%       565      35  93.81%

File '/libfido2/src/nfc_linux.c':
Name                                    Regions    Miss   Cover     Lines    Miss   Cover
-----------------------------------------------------------------------------------------
fido_nfc_tx                                  28       0 100.00%        48       0 100.00%
fido_nfc_rx                                   8       1  87.50%        13       3  76.92%
fido_nfc_manifest                            35       2  94.29%        54       0 100.00%
fido_nfc_open                                14      14   0.00%        21      21   0.00%
fido_nfc_close                                1       1   0.00%         5       5   0.00%
fido_nfc_set_sigmask                          2       2   0.00%         8       8   0.00%
fido_nfc_read                                14      14   0.00%        34      34   0.00%
fido_nfc_write                               12      12   0.00%        21      21   0.00%
nfc_linux.c:nfc_do_tx                        20       2  90.00%        30       6  80.00%
nfc_linux.c:tx_short_apdu                    14       0 100.00%        37       0 100.00%
nfc_linux.c:rx_init                          25       6  76.00%        34       5  85.29%
nfc_linux.c:rx_cbor                           4       0 100.00%         8       0 100.00%
nfc_linux.c:rx_msg                           18       2  88.89%        28       6  78.57%
nfc_linux.c:rx_apdu                           8       1  87.50%        22       3  86.36%
nfc_linux.c:tx_get_response                   4       0 100.00%        14       0 100.00%
nfc_linux.c:copy_info                        30       6  80.00%        42       0 100.00%
nfc_linux.c:get_usb_attr                      1       0 100.00%         3       0 100.00%
nfc_linux.c:get_parent_attr                   6       0 100.00%        11       0 100.00%
nfc_linux.c:to_int                           21      21   0.00%        16      16   0.00%
nfc_linux.c:sysnum_from_syspath              12      12   0.00%        20      20   0.00%
nfc_linux.c:nfc_new                           6       6   0.00%        14      14   0.00%
nfc_linux.c:nfc_target_connect                9       9   0.00%        24      24   0.00%
nfc_linux.c:nfc_free                         12      12   0.00%        13      13   0.00%
-----------------------------------------------------------------------------------------
TOTAL                                       304     123  59.54%       520     199  61.73%

File '/libfido2/src/pin.c':
Name                                      Regions    Miss   Cover     Lines    Miss   Cover
-------------------------------------------------------------------------------------------
fido_sha256                                     7       0 100.00%        13       0 100.00%
fido_dev_get_uv_token                           1       0 100.00%         3       0 100.00%
fido_dev_set_pin                                1       0 100.00%         3       0 100.00%
fido_dev_get_retry_count                        1       0 100.00%         3       0 100.00%
fido_dev_get_uv_retry_count                     1       0 100.00%         3       0 100.00%
cbor_add_uv_params                             17       0 100.00%        28       0 100.00%
pin.c:uv_token_wait                            14       2  85.71%        14       0 100.00%
pin.c:ctap21_uv_token_tx                       49       0 100.00%        59       0 100.00%
pin.c:pin_sha256_enc                           19       0 100.00%        30       0 100.00%
pin.c:encode_uv_permission                     20       1  95.00%        19       3  84.21%
pin.c:ctap20_uv_token_tx                       37       0 100.00%        53       0 100.00%
pin.c:uv_token_rx                              20       0 100.00%        36       0 100.00%
pin.c:parse_uv_token                            8       0 100.00%        12       0 100.00%
pin.c:fido_dev_set_pin_wait                    21       0 100.00%        27       0 100.00%
pin.c:fido_dev_change_pin_tx                   45       0 100.00%        68       0 100.00%
pin.c:pin_pad64_enc                            15       0 100.00%        26       0 100.00%
pin.c:pad64                                    18       0 100.00%        24       0 100.00%
pin.c:fido_dev_set_pin_tx                      33       0 100.00%        48       0 100.00%
pin.c:fido_dev_get_pin_retry_count_wait        10       0 100.00%         9       0 100.00%
pin.c:fido_dev_get_retry_count_tx              19       0 100.00%        28       0 100.00%
pin.c:fido_dev_get_pin_retry_count_rx          11       0 100.00%        21       0 100.00%
pin.c:parse_pin_retry_count                     1       0 100.00%         3       0 100.00%
pin.c:parse_retry_count                        13       0 100.00%        20       0 100.00%
pin.c:fido_dev_get_uv_retry_count_wait         10       0 100.00%         9       0 100.00%
pin.c:fido_dev_get_uv_retry_count_rx           11       0 100.00%        21       0 100.00%
pin.c:parse_uv_retry_count                      1       0 100.00%         3       0 100.00%
-------------------------------------------------------------------------------------------
TOTAL                                         403       3  99.26%       583       3  99.49%

File '/libfido2/src/random.c':
Name                                      Regions    Miss   Cover     Lines    Miss   Cover
-------------------------------------------------------------------------------------------
fido_get_random                                 6       1  83.33%         8       1  87.50%
-------------------------------------------------------------------------------------------
TOTAL                                           6       1  83.33%         8       1  87.50%

File '/libfido2/src/reset.c':
Name                                      Regions    Miss   Cover     Lines    Miss   Cover
-------------------------------------------------------------------------------------------
fido_dev_reset                                  1       0 100.00%         3       0 100.00%
reset.c:fido_dev_reset_wait                    15       0 100.00%        14       0 100.00%
reset.c:fido_dev_reset_tx                       8       0 100.00%        10       0 100.00%
-------------------------------------------------------------------------------------------
TOTAL                                          24       0 100.00%        27       0 100.00%

File '/libfido2/src/rs256.c':
Name                                      Regions    Miss   Cover     Lines    Miss   Cover
-------------------------------------------------------------------------------------------
rs256_pk_decode                                 8       0 100.00%        10       0 100.00%
rs256_pk_new                                    1       0 100.00%         3       0 100.00%
rs256_pk_free                                   6       0 100.00%         9       0 100.00%
rs256_pk_from_ptr                               6       0 100.00%         8       0 100.00%
rs256_pk_to_EVP_PKEY                           32       0 100.00%        48       0 100.00%
rs256_pk_from_RSA                              32       4  87.50%        32       6  81.25%
rs256.c:decode_rsa_pubkey                       9       0 100.00%        16       0 100.00%
rs256.c:decode_bignum                           8       0 100.00%        12       0 100.00%
-------------------------------------------------------------------------------------------
TOTAL                                         102       4  96.08%       138       6  95.65%

File '/libfido2/src/u2f.c':
Name                                      Regions    Miss   Cover     Lines    Miss   Cover
-------------------------------------------------------------------------------------------
u2f_register                                   70       1  98.57%        88       0 100.00%
u2f_authenticate                               32       0 100.00%        44       0 100.00%
u2f_get_touch_begin                            30       0 100.00%        46       0 100.00%
u2f_get_touch_status                           18       0 100.00%        29       0 100.00%
u2f.c:key_lookup                               44       0 100.00%        69       0 100.00%
u2f.c:send_dummy_register                      31       1  96.77%        49       0 100.00%
u2f.c:parse_register_reply                     49       0 100.00%        71       0 100.00%
u2f.c:x5c_get                                  21       1  95.24%        34       3  91.18%
u2f.c:sig_get                                   6       0 100.00%        11       0 100.00%
u2f.c:encode_cred_authdata                     33       2  93.94%        76       6  92.11%
u2f.c:cbor_blob_from_ec_point                  22       0 100.00%        39       0 100.00%
u2f.c:u2f_authenticate_single                  32       0 100.00%        52       0 100.00%
u2f.c:do_auth                                  50       1  98.00%        71       0 100.00%
u2f.c:parse_auth_reply                         23       0 100.00%        29       0 100.00%
u2f.c:authdata_fake                            12       0 100.00%        34       0 100.00%
-------------------------------------------------------------------------------------------
TOTAL                                         473       6  98.73%       742       9  98.79%
